ship_name,file_path_1,date_seg_1,file_path_2,date_seg_2
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg032.npz,20170326_32,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg048.npz,20170403_48
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg033.npz,20170326_33,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg020.npz,20170403_20
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg034.npz,20170326_34,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg027.npz,20170403_27
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg035.npz,20170326_35,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg057.npz,20170403_57
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg036.npz,20170326_36,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg056.npz,20170403_56
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg037.npz,20170326_37,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg002.npz,20170403_2
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg038.npz,20170326_38,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg052.npz,20170403_52
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg039.npz,20170326_39,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg050.npz,20170403_50
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg043.npz,20170326_43,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg049.npz,20170403_49
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg047.npz,20170326_47,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg040.npz,20170403_40
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg050.npz,20170326_50,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg042.npz,20170403_42
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg054.npz,20170326_54,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg025.npz,20170403_25
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg055.npz,20170326_55,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg033.npz,20170403_33
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg057.npz,20170326_57,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg026.npz,20170403_26
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg059.npz,20170326_59,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg016.npz,20170403_16
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg063.npz,20170326_63,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg008.npz,20170403_8
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg065.npz,20170326_65,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg024.npz,20170403_24
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg068.npz,20170326_68,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg018.npz,20170403_18
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg076.npz,20170326_76,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg041.npz,20170403_41
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg077.npz,20170326_77,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg014.npz,20170403_14
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg079.npz,20170326_79,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg023.npz,20170403_23
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg081.npz,20170326_81,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg005.npz,20170403_5
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg004.npz,20170403_4,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg012.npz,20170326_12
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg013.npz,20170403_13,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg074.npz,20170326_74
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg037.npz,20170403_37,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg070.npz,20170326_70
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg051.npz,20170403_51,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg048.npz,20170326_48
ALFRED_N,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170403_seg053.npz,20170403_53,data\deepship_ps_2_npz\Tanker\ALFRED_N-80-20170326_seg069.npz,20170326_69
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg001.npz,20170119_1,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg010.npz,20170419_10
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg002.npz,20170119_2,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg016.npz,20170419_16
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg003.npz,20170119_3,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg011.npz,20170419_11
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg004.npz,20170119_4,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg025.npz,20170419_25
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg005.npz,20170119_5,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg066.npz,20170419_66
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg006.npz,20170119_6,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg077.npz,20170419_77
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg007.npz,20170119_7,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg007.npz,20171230_7
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg008.npz,20170119_8,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg101.npz,20170723_101
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg009.npz,20170119_9,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg067.npz,20170419_67
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg011.npz,20170119_11,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg002.npz,20170419_2
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg012.npz,20170119_12,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg064.npz,20170723_64
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170119_seg013.npz,20170119_13,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg010.npz,20170723_10
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg002.npz,20170723_2,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20161009_seg014.npz,20161009_14
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg003.npz,20170723_3,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg020.npz,20171230_20
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg004.npz,20170723_4,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg098.npz,20170419_98
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg005.npz,20170723_5,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170121_seg002.npz,20170121_2
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg006.npz,20170723_6,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20161009_seg005.npz,20161009_5
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg007.npz,20170723_7,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20161009_seg016.npz,20161009_16
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg008.npz,20170723_8,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg078.npz,20170419_78
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg009.npz,20170723_9,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg027.npz,20171230_27
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg011.npz,20170723_11,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg068.npz,20171230_68
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg012.npz,20170723_12,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg090.npz,20170419_90
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg014.npz,20170723_14,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg041.npz,20170419_41
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg015.npz,20170723_15,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg049.npz,20170419_49
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg016.npz,20170723_16,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg073.npz,20170419_73
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg017.npz,20170723_17,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg067.npz,20171230_67
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg018.npz,20170723_18,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg089.npz,20171230_89
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg019.npz,20170723_19,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg093.npz,20170419_93
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg020.npz,20170723_20,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg030.npz,20171230_30
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg021.npz,20170723_21,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg012.npz,20171230_12
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg022.npz,20170723_22,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg039.npz,20171230_39
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg023.npz,20170723_23,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg015.npz,20170419_15
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg024.npz,20170723_24,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg052.npz,20171230_52
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg026.npz,20170723_26,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg050.npz,20171230_50
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg027.npz,20170723_27,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg019.npz,20171230_19
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg028.npz,20170723_28,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg007.npz,20170419_7
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg029.npz,20170723_29,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg102.npz,20170419_102
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg030.npz,20170723_30,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg013.npz,20171230_13
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg032.npz,20170723_32,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg032.npz,20171230_32
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg033.npz,20170723_33,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg030.npz,20170419_30
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg035.npz,20170723_35,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg064.npz,20170419_64
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg037.npz,20170723_37,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg031.npz,20170419_31
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg040.npz,20170723_40,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg063.npz,20171230_63
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg041.npz,20170723_41,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg026.npz,20170419_26
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg043.npz,20170723_43,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg042.npz,20171230_42
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg044.npz,20170723_44,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg013.npz,20170419_13
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg046.npz,20170723_46,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg060.npz,20170419_60
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg047.npz,20170723_47,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg083.npz,20170419_83
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg048.npz,20170723_48,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg022.npz,20170419_22
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg049.npz,20170723_49,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20161009_seg007.npz,20161009_7
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg050.npz,20170723_50,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg036.npz,20171230_36
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg051.npz,20170723_51,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg073.npz,20171230_73
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg053.npz,20170723_53,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg086.npz,20171230_86
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg054.npz,20170723_54,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg087.npz,20171230_87
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg055.npz,20170723_55,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg107.npz,20170419_107
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg057.npz,20170723_57,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg001.npz,20171230_1
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg058.npz,20170723_58,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg092.npz,20170419_92
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg061.npz,20170723_61,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg057.npz,20171230_57
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg062.npz,20170723_62,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg103.npz,20170419_103
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg063.npz,20170723_63,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg008.npz,20171230_8
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg065.npz,20170723_65,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg038.npz,20171230_38
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg068.npz,20170723_68,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20161009_seg019.npz,20161009_19
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg069.npz,20170723_69,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg052.npz,20170419_52
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg070.npz,20170723_70,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg046.npz,20171230_46
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg071.npz,20170723_71,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg040.npz,20170419_40
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg072.npz,20170723_72,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg036.npz,20170419_36
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg073.npz,20170723_73,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg054.npz,20170419_54
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg074.npz,20170723_74,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg048.npz,20170419_48
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg075.npz,20170723_75,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg104.npz,20170419_104
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg078.npz,20170723_78,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg069.npz,20170419_69
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg080.npz,20170723_80,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg091.npz,20171230_91
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg081.npz,20170723_81,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg014.npz,20170419_14
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg082.npz,20170723_82,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg085.npz,20171230_85
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg083.npz,20170723_83,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg065.npz,20171230_65
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg084.npz,20170723_84,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg024.npz,20171230_24
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg085.npz,20170723_85,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20161009_seg023.npz,20161009_23
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg086.npz,20170723_86,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-89-20170419_seg075.npz,20170419_75
AMAGI_GALAXY,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20170723_seg088.npz,20170723_88,data\deepship_ps_2_npz\Tanker\AMAGI_GALAXY-82-20171230_seg025.npz,20171230_25
